cust_id,kabupaten,provinces_name,is_bad_cust,first_bu,second_bu,first_lob,second_lob,first_asset_price,second_asset_price,first_asset_year,second_asset_year,first_go_live_date,second_go_live_date,cust_gender,cust_job,cust_age
custid_001, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,223000000,223000000,2018,2018,2018-02-26 17:00:00,2018-02-26 17:00:00,MALE,PENGUSAHA,43
custid_002, MAJALENGKA,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,235000000,235000000,2018,2018,2018-08-19 17:00:00,2018-08-19 17:00:00,MALE,PENGUSAHA,21
custid_003, JAKARTA BARAT,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,210000000,210000000,2018,2018,2018-03-26 17:00:00,2018-03-26 17:00:00,FEMALE,PENGUSAHA,37
custid_004, BANYUWANGI,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,210000000,210000000,2018,2018,2018-06-07 17:00:00,2018-06-07 17:00:00,FEMALE,PENGUSAHA,29
custid_005, CIMAHI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,217000000,217000000,2018,2018,2018-06-01 17:00:00,2018-06-01 17:00:00,FEMALE,PENGUSAHA,45
custid_006, MALANG,JAWA TIMUR,1,BU_A,BU_A,NCF,NCF,236000000,236000000,2018,2018,2018-04-29 17:00:00,2018-04-29 17:00:00,FEMALE,PENGUSAHA,47
custid_007, BANDUNG,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,210000000,210000000,2019,2019,2019-05-28 17:00:00,2019-05-28 17:00:00,FEMALE,PENGUSAHA,48
custid_008, PANDEGLANG,BANTEN,1,BU_B,BU_B,NCF,NCF,211000000,209000000,2018,2021,2018-07-01 17:00:00,2021-11-16 17:00:00,FEMALE,PENGUSAHA,47
custid_009, BONTANG,KALIMANTAN TIMUR,1,BU_B,BU_B,NCF,NCF,225000000,229000000,2019,2019,2019-06-11 17:00:00,2020-03-03 17:00:00,MALE,PENGUSAHA,25
custid_010, JEMBER,JAWA TIMUR,0,BU_B,BU_B,NCF,NCF,203000000,217000000,2019,2021,2019-09-12 17:00:00,2021-03-24 17:00:00,MALE,PENGUSAHA,46
custid_011, CIMAHI,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,227000000,224000000,2017,2019,2018-01-03 17:00:00,2020-01-03 17:00:00,MALE,PENGUSAHA,25
custid_012, MANDAILING NATAL,SUMATERA UTARA,0,BU_B,BU_A,NCF,NCF,200000000,243000000,2017,2019,2018-01-01 17:00:00,2019-10-30 17:00:00,FEMALE,PENGUSAHA,44
custid_013, JAKARTA TIMUR,DKI JAKARTA,0,BU_B,BU_B,NCF,NCF,237000000,237000000,2018,2018,2018-09-18 17:00:00,2018-09-19 17:00:00,MALE,PENGUSAHA,40
custid_014, JAKARTA TIMUR,DKI JAKARTA,0,BU_B,BU_B,NCF,NCF,220000000,194000000,2018,2021,2018-04-11 17:00:00,2021-12-15 17:00:00,FEMALE,PENGUSAHA,22
custid_015, BANDUNG,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,217000000,237000000,2018,2019,2018-10-15 17:00:00,2019-02-18 17:00:00,MALE,PENGUSAHA,38
custid_016, SLEMAN,DI YOGYAKARTA,0,BU_B,BU_B,NCF,NCF,207000000,220000000,2018,2020,2018-08-30 17:00:00,2020-09-17 17:00:00,MALE,PENGUSAHA,36
custid_017, CILACAP,JAWA TENGAH,0,BU_B,BU_B,NCF,NCF,199000000,198000000,2019,2019,2019-02-10 17:00:00,2019-05-08 17:00:00,MALE,PENGUSAHA,22
custid_018, TANGERANG,BANTEN,0,BU_B,BU_A,NCF,NCF,209000000,148000000,2018,2018,2018-03-01 17:00:00,2021-09-12 17:00:00,MALE,PENGUSAHA,37
custid_019, MAJALENGKA,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,235000000,234000000,2018,2021,2018-08-12 17:00:00,2021-11-26 17:00:00,MALE,PENGUSAHA,23
custid_020, JAKARTA BARAT,DKI JAKARTA,0,BU_B,BU_B,NCF,NCF,213000000,224000000,2018,2021,2018-08-14 17:00:00,2021-07-13 17:00:00,MALE,PENGUSAHA,32
custid_021, BEKASI,JAWA BARAT,0,BU_B,BU_A,NCF,NCF,201000000,201000000,2020,2020,2020-11-22 17:00:00,2020-11-24 17:00:00,MALE,PENGUSAHA,50
custid_022, MAMUJU,SULAWESI BARAT,0,BU_B,BU_B,NCF,NCF,227000000,219000000,2020,2021,2020-03-18 17:00:00,2021-07-16 17:00:00,FEMALE,PENGUSAHA,24
custid_023, BALIKPAPAN,KALIMANTAN TIMUR,0,BU_B,BU_B,NCF,NCF,236000000,238000000,2019,2019,2019-06-27 17:00:00,2020-01-01 17:00:00,MALE,PENGUSAHA,40
custid_024, TANGGAMUS,LAMPUNG,0,BU_B,BU_B,NCF,NCF,257000000,229000000,2020,2021,2020-11-30 17:00:00,2021-08-04 17:00:00,FEMALE,PENGUSAHA,31
custid_025, JAKARTA SELATAN,DKI JAKARTA,0,BU_B,BU_B,NCF,NCF,191000000,199000000,2018,2020,2018-03-26 17:00:00,2020-05-17 17:00:00,FEMALE,PENGUSAHA,46
custid_026, BEKASI,JAWA BARAT,0,BU_B,BU_A,NCF,NCF,159000000,227000000,2017,2018,2018-01-01 17:00:00,2018-01-29 17:00:00,MALE,PENGUSAHA,32
custid_027, TAPANULI UTARA,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,201000000,201000000,2018,2019,2018-06-05 17:00:00,2019-06-02 17:00:00,FEMALE,PENGUSAHA,47
custid_028, MEDAN,SUMATERA UTARA,0,BU_B,BU_A,NCF,NCF,226000000,234000000,2019,2020,2020-01-19 17:00:00,2020-07-08 17:00:00,FEMALE,PENGUSAHA,35
custid_029, DELI SERDANG,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,229000000,221000000,2020,2021,2020-07-24 17:00:00,2021-09-30 17:00:00,FEMALE,PENGUSAHA,39
custid_030, JAKARTA UTARA,DKI JAKARTA,0,BU_B,BU_B,NCF,NCF,228000000,248000000,2019,2021,2019-06-12 17:00:00,2021-11-23 17:00:00,MALE,PENGUSAHA,32
custid_031, BEKASI,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,209000000,207000000,2017,2021,2018-01-01 17:00:00,2021-09-22 17:00:00,MALE,PENGUSAHA,27
custid_032, BANDUNG,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,184000000,184000000,2019,2019,2020-02-05 17:00:00,2020-02-16 17:00:00,FEMALE,PENGUSAHA,25
custid_033, SINGKAWANG,KALIMANTAN BARAT,0,BU_B,BU_A,NCF,NCF,259000000,252000000,2019,2019,2019-08-07 17:00:00,2019-08-30 17:00:00,FEMALE,PENGUSAHA,48
custid_034, BOGOR,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,218000000,237000000,2018,2019,2018-08-08 17:00:00,2020-01-01 17:00:00,FEMALE,PENGUSAHA,41
custid_035, MEDAN,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,201000000,222000000,2019,2021,2019-02-13 17:00:00,2021-11-05 17:00:00,MALE,PENGUSAHA,23
custid_036, DENPASAR,BALI,0,BU_B,BU_B,NCF,NCF,234000000,234000000,2018,2018,2018-06-06 17:00:00,2018-08-13 17:00:00,FEMALE,PENGUSAHA,26
custid_037, PALEMBANG,SUMATERA SELATAN,0,BU_B,BU_B,NCF,NCF,198000000,233000000,2018,2021,2018-09-27 17:00:00,2021-06-15 17:00:00,MALE,PENGUSAHA,20
custid_038, BINJAI,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,211000000,223000000,2019,2021,2020-02-11 17:00:00,2021-05-09 17:00:00,FEMALE,PENGUSAHA,26
custid_039, TANGERANG,BANTEN,0,BU_B,BU_A,NCF,NCF,215000000,225000000,2017,2020,2018-01-09 17:00:00,2020-11-22 17:00:00,FEMALE,PENGUSAHA,45
custid_040, PADANG,SUMATERA BARAT,0,BU_B,BU_B,NCF,NCF,218000000,217000000,2018,2019,2018-07-10 17:00:00,2019-09-06 17:00:00,FEMALE,PENGUSAHA,33
custid_041, TANGERANG,BANTEN,0,BU_B,BU_B,NCF,NCF,209000000,237000000,2019,2021,2019-11-18 17:00:00,2021-11-21 17:00:00,FEMALE,PENGUSAHA,42
custid_042, ACEH BARAT,ACEH,0,BU_B,BU_B,NCF,NCF,219000000,245000000,2019,2021,2019-05-19 17:00:00,2021-08-30 17:00:00,FEMALE,PENGUSAHA,34
custid_043, SUKABUMI,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,234000000,253000000,2018,2021,2018-10-16 17:00:00,2021-09-17 17:00:00,FEMALE,PENGUSAHA,23
custid_044, KUNINGAN,JAWA BARAT,0,BU_B,BU_A,NCF,NCF,212000000,183000000,2018,2018,2019-01-06 17:00:00,2019-01-15 17:00:00,FEMALE,PENGUSAHA,20
custid_045, MAKASSAR,SULAWESI SELATAN,0,BU_B,BU_B,NCF,NCF,229000000,252000000,2020,2020,2020-06-19 17:00:00,2021-01-06 17:00:00,FEMALE,PENGUSAHA,29
custid_046, BANJAR,KALIMANTAN SELATAN,0,BU_B,BU_B,NCF,NCF,243000000,243000000,2019,2021,2020-02-10 17:00:00,2021-04-19 17:00:00,MALE,PENGUSAHA,42
custid_047, ACEH BESAR,ACEH,0,BU_B,BU_B,NCF,NCF,255000000,297000000,2020,2021,2020-03-16 17:00:00,2021-12-21 17:00:00,MALE,PENGUSAHA,25
custid_048, TEBING TINGGI,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,219000000,222000000,2018,2021,2018-07-18 17:00:00,2021-10-31 17:00:00,MALE,PENGUSAHA,38
custid_049, BALIKPAPAN,KALIMANTAN TIMUR,0,BU_B,BU_B,NCF,NCF,234000000,209000000,2018,2018,2018-08-17 17:00:00,2018-10-24 17:00:00,FEMALE,PENGUSAHA,41
custid_050, JAKARTA PUSAT,DKI JAKARTA,0,BU_B,BU_A,NCF,NCF,220000000,237000000,2019,2020,2020-01-19 17:00:00,2020-08-01 17:00:00,FEMALE,PENGUSAHA,50
custid_051, DEPOK,JAWA BARAT,0,BU_B,BU_B,NCF,NCF,209000000,209000000,2018,2018,2018-03-13 17:00:00,2018-03-13 17:00:00,MALE,PENGUSAHA,30
custid_052, BANDUNG,JAWA BARAT,0,BU_A,BU_B,NCF,NCF,232000000,248000000,2019,2021,2019-04-26 17:00:00,2021-11-18 17:00:00,MALE,PENGUSAHA,28
custid_053, CIMAHI,JAWA BARAT,0,BU_A,BU_B,NCF,NCF,204000000,164000000,2020,2020,2020-09-29 17:00:00,2020-12-22 17:00:00,MALE,PENGUSAHA,45
custid_054, PADANG LAWAS,SUMATERA UTARA,0,BU_A,BU_B,NCF,NCF,225000000,244000000,2019,2020,2019-06-27 17:00:00,2020-03-13 17:00:00,MALE,PENGUSAHA,29
custid_055, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_B,NCF,NCF,229000000,229000000,2020,2020,2020-07-07 17:00:00,2020-07-13 17:00:00,MALE,PENGUSAHA,28
custid_056, LAHAT,SUMATERA SELATAN,0,BU_A,BU_B,NCF,NCF,208000000,227000000,2019,2021,2020-02-16 17:00:00,2021-08-15 17:00:00,MALE,PENGUSAHA,20
custid_057, TOBA SAMOSIR,SUMATERA UTARA,0,BU_A,BU_B,NCF,NCF,235000000,235000000,2020,2021,2020-10-22 17:00:00,2022-01-03 17:00:00,MALE,PENGUSAHA,27
custid_058, BOGOR,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,236000000,236000000,2020,2020,2020-07-16 17:00:00,2020-07-16 17:00:00,MALE,PENGUSAHA,23
custid_059, JAKARTA SELATAN,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,202000000,202000000,2017,2017,2018-01-30 17:00:00,2018-01-30 17:00:00,FEMALE,PENGUSAHA,38
custid_060, OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,221000000,148000000,2018,2018,2018-04-10 17:00:00,2021-10-04 17:00:00,MALE,PENGUSAHA,25
custid_061, BLITAR,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,218000000,230000000,2018,2020,2018-12-04 17:00:00,2020-09-16 17:00:00,FEMALE,PENGUSAHA,20
custid_062, ACEH TENGGARA,ACEH,0,BU_A,BU_A,NCF,NCF,226000000,178000000,2020,2020,2020-01-31 17:00:00,2021-08-12 17:00:00,FEMALE,PENGUSAHA,34
custid_063, GOWA,SULAWESI SELATAN,0,BU_A,BU_A,NCF,NCF,229000000,218000000,2020,2021,2020-10-29 17:00:00,2021-10-30 17:00:00,MALE,PENGUSAHA,33
custid_064, SEMARANG,JAWA TENGAH,0,BU_A,BU_A,NCF,NCF,240000000,173000000,2018,2018,2018-04-29 17:00:00,2021-07-12 17:00:00,MALE,PENGUSAHA,33
custid_065, TABANAN,BALI,0,BU_A,BU_A,NCF,NCF,222000000,148000000,2018,2018,2018-09-09 17:00:00,2021-07-08 17:00:00,MALE,PENGUSAHA,28
custid_066, TANGERANG,BANTEN,0,BU_A,BU_A,NCF,NCF,218000000,218000000,2018,2018,2018-07-20 17:00:00,2018-07-20 17:00:00,FEMALE,PENGUSAHA,44
custid_067, JAKARTA TIMUR,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,220000000,220000000,2018,2018,2018-05-24 17:00:00,2018-05-24 17:00:00,MALE,PENGUSAHA,31
custid_068, BOGOR,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,232000000,163000000,2018,2018,2018-09-28 17:00:00,2021-04-29 17:00:00,MALE,PENGUSAHA,39
custid_069, TANJUNG PINANG,KEPULAUAN RIAU,0,BU_A,BU_A,NCF,NCF,210000000,210000000,2019,2019,2019-07-15 17:00:00,2020-01-01 17:00:00,MALE,PENGUSAHA,29
custid_070, PALEMBANG,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,218000000,218000000,2019,2019,2019-05-20 17:00:00,2019-05-24 17:00:00,MALE,PENGUSAHA,30
custid_071, BONDOWOSO,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,217000000,158000000,2019,2019,2019-04-25 17:00:00,2021-11-15 17:00:00,MALE,PENGUSAHA,40
custid_072, JAKARTA BARAT,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,240000000,240000000,2018,2018,2018-07-15 17:00:00,2018-07-15 17:00:00,MALE,PENGUSAHA,45
custid_073, TANGERANG,BANTEN,0,BU_A,BU_A,NCF,NCF,223000000,152000000,2017,2017,2018-01-30 17:00:00,2021-04-10 17:00:00,MALE,PENGUSAHA,21
custid_074, BATAM,KEPULAUAN RIAU,0,BU_A,BU_A,NCF,NCF,232000000,163000000,2018,2018,2018-03-22 17:00:00,2021-10-17 17:00:00,MALE,PENGUSAHA,37
custid_075, BEKASI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,216000000,216000000,2018,2018,2018-03-28 17:00:00,2018-03-28 17:00:00,MALE,PENGUSAHA,40
custid_076, BATAM,KEPULAUAN RIAU,0,BU_A,BU_A,NCF,NCF,254000000,175000000,2019,2019,2019-10-13 17:00:00,2021-05-02 17:00:00,MALE,PENGUSAHA,27
custid_077, DUMAI,RIAU,0,BU_A,BU_A,NCF,NCF,199000000,130000000,2018,2018,2019-02-03 17:00:00,2021-10-24 17:00:00,FEMALE,PENGUSAHA,33
custid_078, BEKASI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,192000000,139000000,2018,2018,2018-08-30 17:00:00,2021-05-19 17:00:00,FEMALE,PENGUSAHA,34
custid_079, JAKARTA BARAT,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,228000000,158000000,2018,2018,2018-03-06 17:00:00,2021-09-25 17:00:00,FEMALE,PENGUSAHA,36
custid_080, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,226000000,196000000,2017,2019,2018-02-13 17:00:00,2019-03-14 17:00:00,MALE,PENGUSAHA,21
custid_081, TOBA SAMOSIR,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,223000000,148000000,2018,2018,2018-11-09 17:00:00,2021-08-08 17:00:00,FEMALE,PENGUSAHA,35
custid_082, JAKARTA SELATAN,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,209000000,158000000,2019,2019,2019-08-30 17:00:00,2021-08-29 17:00:00,FEMALE,PENGUSAHA,42
custid_083, JEMBER,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,199000000,148000000,2018,2018,2018-04-04 17:00:00,2021-07-25 17:00:00,MALE,PENGUSAHA,26
custid_084, JAKARTA SELATAN,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,202000000,133000000,2017,2017,2018-02-04 17:00:00,2021-05-28 17:00:00,FEMALE,PENGUSAHA,41
custid_085, PALEMBANG,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,197000000,130000000,2018,2018,2018-05-11 17:00:00,2021-10-05 17:00:00,FEMALE,PENGUSAHA,50
custid_086,,BALI,0,BU_A,BU_A,NCF,NCF,222000000,155000000,2018,2018,2018-10-25 17:00:00,2021-07-25 17:00:00,FEMALE,PENGUSAHA,33
custid_087, SURABAYA,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,221000000,168000000,2019,2019,2019-05-30 17:00:00,2021-04-21 17:00:00,FEMALE,PENGUSAHA,28
custid_088, MEDAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,208000000,158000000,2019,2019,2019-12-15 17:00:00,2021-09-23 17:00:00,MALE,PENGUSAHA,49
custid_089, BADUNG,BALI,0,BU_A,BU_A,NCF,NCF,226000000,158000000,2019,2019,2019-02-15 17:00:00,2021-08-05 17:00:00,MALE,PENGUSAHA,23
custid_090, BANDAR LAMPUNG,LAMPUNG,0,BU_A,BU_A,NCF,NCF,209000000,121000000,2018,2015,2019-05-08 17:00:00,2021-06-23 17:00:00,FEMALE,PENGUSAHA,41
custid_091, SURABAYA,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,245000000,163000000,2019,2019,2019-12-25 17:00:00,2021-09-29 17:00:00,FEMALE,PENGUSAHA,21
custid_092, TULUNGAGUNG,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,218000000,148000000,2018,2018,2018-11-27 17:00:00,2021-06-09 17:00:00,FEMALE,PENGUSAHA,47
custid_093,,RIAU,0,BU_A,BU_A,NCF,NCF,217000000,148000000,2018,2018,2018-12-30 17:00:00,2021-07-07 17:00:00,MALE,PENGUSAHA,49
custid_094, ASAHAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,201000000,135000000,2019,2019,2019-05-29 17:00:00,2021-05-26 17:00:00,MALE,PENGUSAHA,23
custid_095, BOGOR,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,232000000,161000000,2018,2018,2018-07-01 17:00:00,2021-06-09 17:00:00,FEMALE,PENGUSAHA,22
custid_096, CIMAHI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,211000000,211000000,2020,2020,2020-08-12 17:00:00,2020-08-27 17:00:00,MALE,PENGUSAHA,28
custid_097, PALEMBANG,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,218000000,166000000,2018,2018,2018-08-26 17:00:00,2021-05-05 17:00:00,FEMALE,PENGUSAHA,20
custid_098, KEDIRI,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,237000000,160000000,2019,2019,2019-03-27 17:00:00,2021-10-11 17:00:00,FEMALE,PENGUSAHA,37
custid_099, DUMAI,RIAU,1,BU_A,BU_A,NCF,NCF,220000000,153000000,2018,2018,2018-07-06 17:00:00,2021-05-14 17:00:00,MALE,PENGUSAHA,49
custid_100, BANDUNG,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,197000000,130000000,2018,2018,2018-08-30 17:00:00,2021-09-13 17:00:00,FEMALE,PENGUSAHA,26
custid_101, TOBA SAMOSIR,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,219000000,153000000,2018,2018,2018-11-18 17:00:00,2021-05-17 17:00:00,MALE,PENGUSAHA,27
custid_102, MUSI BANYUASIN,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,200000000,135000000,2018,2018,2018-08-12 17:00:00,2021-06-22 17:00:00,FEMALE,PENGUSAHA,33
custid_103, ASAHAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,183000000,135000000,2019,2019,2019-11-27 17:00:00,2021-11-15 17:00:00,MALE,PENGUSAHA,33
custid_104, TANGERANG,BANTEN,0,BU_A,BU_A,NCF,NCF,232000000,160000000,2019,2019,2019-07-11 17:00:00,2021-06-22 17:00:00,MALE,PENGUSAHA,28
custid_105, BATAM,KEPULAUAN RIAU,0,BU_A,BU_A,NCF,NCF,259000000,213000000,2019,2019,2019-10-03 17:00:00,2020-01-26 17:00:00,FEMALE,PENGUSAHA,45
custid_106, JAKARTA UTARA,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,209000000,209000000,2018,2018,2018-05-27 17:00:00,2018-05-27 17:00:00,MALE,PENGUSAHA,25
custid_107, ASAHAN,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,222000000,158000000,2019,2019,2019-02-27 17:00:00,2021-09-11 17:00:00,FEMALE,PENGUSAHA,42
custid_108, PADANG,SUMATERA BARAT,1,BU_A,BU_A,NCF,NCF,207000000,153000000,2018,2018,2018-02-14 17:00:00,2021-04-25 17:00:00,MALE,PENGUSAHA,30
custid_109, MADIUN,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,229000000,160000000,2019,2019,2019-05-26 17:00:00,2021-07-06 17:00:00,FEMALE,PENGUSAHA,30
custid_110, BEKASI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,195000000,148000000,2017,2017,2018-01-10 17:00:00,2021-04-12 17:00:00,FEMALE,PENGUSAHA,28
custid_111, TANAH BUMBU,KALIMANTAN SELATAN,0,BU_A,BU_A,NCF,NCF,237000000,148000000,2018,2018,2018-05-20 17:00:00,2021-07-09 17:00:00,MALE,PENGUSAHA,22
custid_112, JEMBER,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,193000000,193000000,2018,2018,2018-08-24 17:00:00,2018-08-24 17:00:00,FEMALE,PENGUSAHA,39
custid_113, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,189000000,183000000,2018,2018,2018-01-29 17:00:00,2018-09-27 17:00:00,FEMALE,PENGUSAHA,21
custid_114, BATAM,KEPULAUAN RIAU,0,BU_A,BU_A,NCF,NCF,212000000,212000000,2019,2019,2019-10-16 17:00:00,2019-10-16 17:00:00,FEMALE,PENGUSAHA,37
custid_115, BANGLI,BALI,0,BU_A,BU_A,NCF,NCF,224000000,245000000,2019,2019,2019-07-30 17:00:00,2020-01-08 17:00:00,FEMALE,PENGUSAHA,37
custid_116, BEKASI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,214000000,214000000,2019,2019,2019-11-25 17:00:00,2019-11-25 17:00:00,FEMALE,PENGUSAHA,42
custid_117, BEKASI,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,232000000,160000000,2019,2019,2019-11-29 17:00:00,2021-11-04 17:00:00,FEMALE,PENGUSAHA,36
custid_118, JAKARTA BARAT,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,220000000,163000000,2019,2019,2019-12-10 17:00:00,2021-08-17 17:00:00,FEMALE,PENGUSAHA,20
custid_119, JAKARTA BARAT,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,209000000,158000000,2019,2019,2019-04-28 17:00:00,2021-06-18 17:00:00,FEMALE,PENGUSAHA,27
custid_120, LAMPUNG BARAT,LAMPUNG,1,BU_A,BU_A,NCF,NCF,220000000,160000000,2019,2019,2019-03-17 17:00:00,2021-08-28 17:00:00,FEMALE,PENGUSAHA,35
custid_121, PEMATANG SIANTAR,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,214000000,200000000,2018,2021,2018-01-01 17:00:00,2021-03-25 17:00:00,MALE,PENGUSAHA,22
custid_122, BINJAI,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,221000000,163000000,2018,2018,2018-03-30 17:00:00,2021-05-07 17:00:00,MALE,PENGUSAHA,34
custid_123, MUSI BANYUASIN,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,221000000,148000000,2018,2018,2018-10-29 17:00:00,2021-09-01 17:00:00,MALE,PENGUSAHA,26
custid_124, KEDIRI,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,224000000,165000000,2019,2019,2019-07-28 17:00:00,2021-05-18 17:00:00,MALE,PENGUSAHA,34
custid_125, JAKARTA BARAT,DKI JAKARTA,1,BU_A,BU_A,NCF,NCF,240000000,185000000,2019,2019,2019-05-15 17:00:00,2021-05-03 17:00:00,MALE,PENGUSAHA,38
custid_126, BANDUNG,JAWA BARAT,0,BU_A,BU_A,NCF,NCF,237000000,237000000,2018,2018,2018-05-27 17:00:00,2018-05-27 17:00:00,MALE,PENGUSAHA,36
custid_127, BANYUASIN,SUMATERA SELATAN,0,BU_A,BU_A,NCF,NCF,240000000,249000000,2018,2020,2018-11-14 17:00:00,2020-02-19 17:00:00,MALE,PENGUSAHA,32
custid_128, KEDIRI,JAWA TIMUR,0,BU_A,BU_A,NCF,NCF,205000000,210000000,2018,2020,2018-03-08 17:00:00,2020-12-21 17:00:00,MALE,PENGUSAHA,29
custid_129, PANDEGLANG,BANTEN,1,BU_A,BU_A,NCF,NCF,230000000,230000000,2018,2018,2018-11-21 17:00:00,2018-11-21 17:00:00,FEMALE,PENGUSAHA,42
custid_130, JEPARA,JAWA TENGAH,0,BU_A,BU_A,NCF,NCF,217000000,227000000,2019,2020,2019-10-17 17:00:00,2020-02-17 17:00:00,FEMALE,PENGUSAHA,47
custid_131, BOGOR,JAWA BARAT,1,BU_A,BU_A,NCF,NCF,212000000,216000000,2018,2019,2018-09-28 17:00:00,2019-07-10 17:00:00,FEMALE,PENGUSAHA,34
custid_132, SERDANG BEDAGAI,SUMATERA UTARA,0,BU_A,BU_A,NCF,NCF,182000000,228000000,2019,2019,2019-04-21 17:00:00,2020-02-10 17:00:00,FEMALE,PENGUSAHA,22
custid_133, SOLOK,SUMATERA BARAT,0,BU_A,BU_A,NCF,NCF,210000000,225000000,2018,2019,2018-01-21 17:00:00,2019-12-09 17:00:00,MALE,PENGUSAHA,50
custid_134, JAKARTA UTARA,DKI JAKARTA,0,BU_A,BU_A,NCF,NCF,189000000,215000000,2018,2018,2018-04-02 17:00:00,2018-05-30 17:00:00,FEMALE,PENGUSAHA,27
custid_135, TANGERANG SELATAN,BANTEN,0,BU_A,BU_A,NCF,NCF,202000000,211000000,2017,2018,2018-02-12 17:00:00,2018-08-27 17:00:00,FEMALE,PENGUSAHA,27
custid_136, JAKARTA BARAT,DKI JAKARTA,1,BU_B,BU_B,NCF,UCF,209000000,157000000,2018,2019,2018-04-18 17:00:00,2021-12-01 17:00:00,MALE,PENGUSAHA,23
custid_137, PALEMBANG,SUMATERA SELATAN,0,BU_B,BU_B,NCF,NCF,188000000,206000000,2019,2021,2019-10-10 17:00:00,2021-04-05 17:00:00,MALE,PEG SWASTA,24
custid_138, BANJARMASIN,KALIMANTAN SELATAN,0,BU_B,BU_B,NCF,NCF,210000000,232000000,2018,2019,2018-10-02 17:00:00,2019-06-13 17:00:00,FEMALE,PEG SWASTA,40
custid_139, SERDANG BEDAGAI,SUMATERA UTARA,0,BU_B,BU_B,NCF,NCF,239000000,242000000,2018,2021,2018-11-22 17:00:00,2021-08-29 17:00:00,MALE,PEG SWASTA,36
custid_140, KUTAI TIMUR,KALIMANTAN TIMUR,1,BU_B,BU_B,NCF,NCF,183000000,183000000,2018,2018,2018-05-23 17:00:00,2018-06-10 17:00:00,FEMALE,PEG SWASTA,30
